,OBJECTID,BYGNING_ID,FYLKES_NR,FYLKES_NAV,KOMMUNE_NR,KOMMUNE_NA,BYGNINGS_N,BYGNING_LN,BYGNINGSTY,BYGNINGS_1,BYGNINGSST,BYGNINGS_2,GODKJENT_D,IGANGSATT_,TATT_I_BRU,TATT_I_B_1,NAERINGSGR,NAERINGS_1,PAABYGG_TI,PAABYGG__1,REGISTRERT,REGISTRE_1,VANNFORSYN,VANNFORS_1,BRUKSAREAL,BRUKSARE_1,BRUKSARE_2,ANTALL_ETA,ANTALL_BOL,LKOORDINAT,LKOORDIN_1,LKOORDIN_2,LKOORDIN_3,LKOORDIN_4,LX_KOORDIN,LY_KOORDIN,LZ_KOORDIN,UKOORDINAT,UKOORDIN_1,UKOORDIN_2,UKOORDIN_3,UKOORDIN_4,UX_KOORDIN,UY_KOORDIN,UZ_KOORDIN,EIENDOM_AN,HAR_HEIS,BEBYGD_ARE,Romoppvarming,Ventilasjonsprinsipp,Varmt_tappevann_fra,Siste_rehab,Byggetype,Byggtype_profet,Energistandard_profet,Energibronn,Varme_fra_energisentral,Strøm,Energiomraadeid,SHAPE,oppgraderes,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,_utetemperatur,_termisk_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi_liste,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elspesifikt_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elspesifikt_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elspesifikt_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt
16,74,593935,3,OSLO,301,OSLO,81553521,0,152,Studenthjem/studentboliger,FA,Ferdigattest,19661216,19670613,19680724,20170929,X,Bolig, , ,19010101,19010101,0,Ikke utfylt,2164.0,2164.0,0.0,5,67,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,6648643.0,596568.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,6655075.99,261654.01,0.0,1,N,1.0,Panelovn,Avtrekksventilasjon,Varmesentral 1 (OMT72),1970,Boligblokk,B,X,,312639,304293,A,"{'x': 596568, 'y': 6648643, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,[0],"[51.08763929 46.97971787 44.54739616 ... 63.79764832 58.14669493
 55.31297415]","[ 9.01179774  7.01523724  6.30607626 ... 15.4815265  13.80136076
 10.95380726]",0,0,0,0,0,0,0,"[60.09943703 53.99495511 50.85347242 ... 79.27917482 71.94805569
 66.26678141]",0.4517,0.129,0.029,0.3649635899,0.0,0.0,0.0867271187,0.0,0.0,0.0,0.1198211838,0,0,0.008837235,0,0,0,0.0184400369,0,0,0.0101028143,0,0,0
17,75,593936,3,OSLO,301,OSLO,81553548,0,152,Studenthjem/studentboliger,FA,Ferdigattest,19661216,19671125,19700110,20171102,Y,Annet som ikke er næring, , ,20171102,20171102,0,Ikke utfylt,3156.0,3156.0,0.0,4,66,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,6648725.0,596617.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,6655153.26,261710.27,0.0,1,N,1.0,Panelovn,Avtrekksventilasjon,Varmesentral 1 (OMT72),1970,Boligblokk,B,X,,564275,629648,A,"{'x': 596617, 'y': 6648725, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,[0],"[74.50674196 68.51570684 64.96838367 ... 93.0431507  84.80174178
 80.66901406]","[13.14289911 10.23109461  9.19684689 ... 22.5784185  20.12804739
 15.97514589]",0,0,0,0,0,0,0,"[ 87.64964106  78.74680145  74.16523057 ... 115.6215692  104.92978917
  96.64415995]",0.6588,0.188,0.042,0.5322666773,0.0,0.0,0.1264837277,0.0,0.0,0.0,0.1747484547,0,0,0.012888315,0,0,0,0.0268931407,0,0,0.0147340489,0,0,0
18,76,593937,3,OSLO,301,OSLO,81553556,0,612,Barnehage,FA,Ferdigattest,19661216,19671125,19700415,20171102,P,Undervisning, , ,20171102,20171102,0,Ikke utfylt,562.0,0.0,562.0,2,0,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,6648736.0,596646.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,6655161.6,261740.16,0.0,1,N,1.0,Panelovn,Balansert,Varmesentral 1 (OMT72),2009,Barnehage,F,X,,117390,99556,A,"{'x': 596646, 'y': 6648736, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,[0],"[ 8.50469576  8.23199121  8.24463694 ... 10.23056218  9.28866125
  9.26166165]",[2.5762778  2.5762778  2.5384262  ... 2.40887239 2.47950196 2.54088388],0,0,0,0,0,0,0,"[11.08097356 10.80826901 10.78306315 ... 12.63943457 11.76816322
 11.80254553]",0.11,0.042,0.013,0.0680681239,0.0,0.0,0.0419411478,0.0,0.0,0.0,0.0355727571,0,0,0.0067208462,0,0,0,0.0032281743,0,0,0.0099785944,0,0,0
19,77,593938,3,OSLO,301,OSLO,81553564,0,152,Studenthjem/studentboliger,FA,Ferdigattest,19661216,19671125,19691031,20171101,Y,Annet som ikke er næring, , ,20171101,20171101,0,Ikke utfylt,9945.0,9619.0,326.0,13,328,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,6648748.0,596674.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,6655171.02,261769.15,0.0,1,J,1.0,Radiator,Balansert,Varmesentral 1 (OMT72),2015,Boligblokk,B,X,,1250556,773317,A,"{'x': 596674, 'y': 6648748, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,[0],"[234.78122585 215.90263135 204.72451699 ... 293.19205757 267.22221862
 254.19941217]","[41.41512408 32.23961846 28.98055842 ... 71.14777313 63.42630904
 50.33993217]",0,0,0,0,0,0,0,"[276.19634993 248.14224981 233.70507541 ... 364.3398307  330.64852766
 304.53934434]",2.0758,0.591,0.131,1.6772471817,0.0,0.0,0.3985680202,0.0,0.0,0.0,0.5506569652,0,0,0.0406128937,0,0,0,0.0847440699,0,0,0.0464290609,0,0,0
20,78,593939,3,OSLO,301,OSLO,81553572,0,152,Studenthjem/studentboliger,FA,Ferdigattest,19661216,19671031,19700110,20171101,Y,Annet som ikke er næring, , ,20171101,20171101,0,Ikke utfylt,2130.0,2061.0,69.0,5,36,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,6648692.0,596680.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,6655114.67,261770.05,0.0,1,N,1.0,Panelovn,Avtrekksventilasjon,Varmesentral 1 (OMT72),1970,Boligblokk,B,X,,320264,322806,A,"{'x': 596680, 'y': 6648692, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,[0],"[50.28496843 46.24158922 43.84748328 ... 62.79528232 57.2331147
 54.44391633]","[ 8.87020757  6.90501632  6.20699743 ... 15.23828625 13.58451868
 10.78170493]",0,0,0,0,0,0,0,"[59.155176   53.14660554 50.05448071 ... 78.03356857 70.81763338
 65.22562126]",0.4446,0.127,0.028,0.3592294115,0.0,0.0,0.085364493,0.0,0.0,0.0,0.1179385959,0,0,0.0086983875,0,0,0,0.0181503136,0,0,0.0099440824,0,0,0
21,79,593941,3,OSLO,301,OSLO,81553599,0,152,Studenthjem/studentboliger,FA,Ferdigattest,19661216,19671031,19700220,20170929,X,Bolig, , ,20170929,19010101,0,Ikke utfylt,2164.0,2164.0,0.0,5,67,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,6648669.0,596624.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,6655096.83,261712.17,0.0,1,N,1.0,Panelovn,Avtrekksventilasjon,Varmesentral 1 (OMT72),1970,Boligblokk,B,X,,312639,286105,A,"{'x': 596624, 'y': 6648669, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,[0],"[51.08763929 46.97971787 44.54739616 ... 63.79764832 58.14669493
 55.31297415]","[ 9.01179774  7.01523724  6.30607626 ... 15.4815265  13.80136076
 10.95380726]",0,0,0,0,0,0,0,"[60.09943703 53.99495511 50.85347242 ... 79.27917482 71.94805569
 66.26678141]",0.4517,0.129,0.029,0.3649635899,0.0,0.0,0.0867271187,0.0,0.0,0.0,0.1198211838,0,0,0.008837235,0,0,0,0.0184400369,0,0,0.0101028143,0,0,0
22,100,4285839,3,OSLO,301,OSLO,81736359,0,152,Studenthjem/studentboliger,FA,Ferdigattest,19661216,19670926,19690604,20171102,X,Bolig, , ,20171102,20171102,0,Ikke utfylt,11503.0,11503.0,0.0,14,320,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6648720.0,596780.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6655133.51,261872.24,0.0,1,J,1.0,Radiator,Avtrekksventilasjon,Varmesentral 1 (OMT72),2007,Boligblokk,B,X,,1509818,954060,A,"{'x': 596780, 'y': 6648720, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,[0],"[271.5624375  249.72629145 236.79699537 ... 339.12400586 309.08568937
 294.02270872]","[47.9032853  37.29032993 33.5207002  ... 82.29389987 73.36277857
 58.22626845]",0,0,0,0,0,0,0,"[319.4657228  287.01662137 270.31769557 ... 421.41790573 382.44846795
 352.24897717]",2.401,0.684,0.152,1.9400074742,0.0,0.0,0.4610083395,0.0,0.0,0.0,0.6369237879,0,0,0.0469753762,0,0,0,0.0980202148,0,0,0.0537027137,0,0,0
23,111,5614767,3,OSLO,301,OSLO,300575950,0,152,Studenthjem/studentboliger,MB,Midlertidig brukstillatelse,20160816,20160916,20171106,20171128,Y,Annet som ikke er næring, , ,20161010,20160830,0,Ikke utfylt,6484.0,6303.0,181.0,9,220,L,22,EUREF89 UTM Sone 32, , ,6648597.6,596766.6,0.0,U,23,EUREF89 UTM Sone 33, , ,6655012.76,261847.79,0.0,1,N,0.0,Radiator,Balansert,Varmesentral 1 (OMT72),2018,Boligblokk,B,Y,,903603,608017,A,"{'x': 596766.5999999996, 'y': 6648597.6, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,[0],"[ 95.29882667  86.06954127  81.16439332 ... 126.2126207  112.50077687
 103.57521564]","[27.00207788 21.01977738 18.89491612 ... 46.3873465  41.35306062
 32.82092712]",0,0,0,0,0,0,0,"[122.30090455 107.08931865 100.05930944 ... 172.5999672  153.85383748
 136.39614276]",0.9591,0.235,0.061,0.699227397,0.0,0.0,0.2598607383,0.0,0.0,0.0,0.2089996447,0,0,0.026479035,0,0,0,0.0311076585,0,0,0.0302710941,0,0,0
24,113,5615545,3,OSLO,301,OSLO,300576566,0,152,Studenthjem/studentboliger,MB,Midlertidig brukstillatelse,20160816,20161027,20180219,20180308,Y,Annet som ikke er næring, , ,20161128,20160901,0,Ikke utfylt,5106.0,4334.0,772.0,11,128,L,22,EUREF89 UTM Sone 32, , ,6648654.3,596798.7,0.0,U,23,EUREF89 UTM Sone 33, , ,6655066.35,261884.92,0.0,1,N,0.0,Radiator,Balansert,Varmesentral 1 (OMT72),2018,Boligblokk,B,Y,,491835,4744,A,"{'x': 596798.7000000002, 'y': 6648654.300000001, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,[0],"[75.04562137 67.77777263 63.91508209 ... 99.38951901 88.5917592
 81.56308622]","[21.26351167 16.55258842 14.87930933 ... 36.52896225 32.56457858
 25.84572083]",0,0,0,0,0,0,0,"[ 96.30913304  84.33036105  78.79439142 ... 135.91848126 121.15633778
 107.40880705]",0.7553,0.185,0.048,0.5506253993,0.0,0.0,0.2046343199,0.0,0.0,0.0,0.1645823853,0,0,0.0208516275,0,0,0,0.0244965614,0,0,0.0238377863,0,0,0
25,114,5734422,3,OSLO,301,OSLO,300678632,0,152,Studenthjem/studentboliger,FA,Ferdigattest,20180411,20180918,20191031,20191204,X,Bolig, , ,20180921,20180418,0,Ikke utfylt,1307.0,1307.0,0.0,4,18,L,22,EUREF89 UTM Sone 32, , ,6648602.5,596509.1,0.0,U,23,EUREF89 UTM Sone 33, , ,6655040.97,261591.65,0.0,1,J,0.0,Elektrisk gulvvarme på bad. Ventilasjonsvarme,Balansert,Varmesentral 2 (OMT38),2019,Boligblokk,B,Y,,312639,217788,A,"{'x': 596509.0999999996, 'y': 6648602.5, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,[0],"[19.20968021 17.34930451 16.36055862 ... 25.44106959 22.67713069
 20.87797761]",[5.44289263 4.23702175 3.80870687 ... 9.35044137 8.33566475 6.61581612],0,0,0,0,0,0,0,"[24.65257283 21.58632626 20.16926549 ... 34.79151097 31.01279543
 27.49379374]",0.1933,0.047,0.012,0.1409454361,0.0,0.0,0.0523809354,0.0,0.0,0.0,0.0421287069,0,0,0.0053374612,0,0,0,0.0062704673,0,0,0.0061018384,0,0,0
26,115,5734455,3,OSLO,301,OSLO,300678663,0,152,Studenthjem/studentboliger,FA,Ferdigattest,20180411,20180918,20191031,20191204,Y,Annet som ikke er næring, , ,20180921,20180418,0,Ikke utfylt,2983.0,2983.0,0.0,5,40,L,22,EUREF89 UTM Sone 32, , ,6648626.0,596529.3,0.0,U,23,EUREF89 UTM Sone 33, , ,6655062.56,261613.9,0.0,1,J,0.0,Elektrisk gulvvarme på bad. Ventilasjonsvarme,Balansert,Varmesentral 2 (OMT38),2019,Boligblokk,B,Y,,312639,217788,A,"{'x': 596529.2999999998, 'y': 6648626, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,[0],"[43.84275138 39.59676767 37.34012728 ... 58.06481301 51.75660355
 47.65034983]","[12.42245502  9.67026464  8.69271048 ... 21.34075487 19.02470386
 15.09944873]",0,0,0,0,0,0,0,"[56.2652064  49.26703232 46.03283776 ... 79.40556788 70.78130741
 62.74979856]",0.4412,0.108,0.028,0.3216834246,0.0,0.0,0.1195503674,0.0,0.0,0.0,0.0961514405,0,0,0.0121818262,0,0,0,0.01431125,0,0,0.013926384,0,0,0
27,116,5734456,3,OSLO,301,OSLO,300678665,0,152,Studenthjem/studentboliger,FA,Ferdigattest,20180411,20180918,20191031,20191204,Y,Annet som ikke er næring, , ,20180921,20180418,0,Ikke utfylt,1816.0,1816.0,0.0,5,24,L,22,EUREF89 UTM Sone 32, , ,6648590.7,596551.9,0.0,U,23,EUREF89 UTM Sone 33, , ,6655025.34,261633.23,0.0,1,J,0.0,Elektrisk gulvvarme på bad. Ventilasjonsvarme,Balansert,Varmesentral 2 (OMT38),2019,Boligblokk,B,Y,,312639,217788,A,"{'x': 596551.9000000004, 'y': 6648590.699999999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,[0],"[26.69072628 24.10584314 22.7320386  ... 35.34887711 31.50854577
 29.00872789]","[ 7.56258073  5.88709373  5.29197527 ... 12.991891   11.58191827
  9.19228927]",0,0,0,0,0,0,0,"[34.25330701 29.99293687 28.02401387 ... 48.34076811 43.09046405
 38.20101716]",0.2686,0.066,0.017,0.1958354338,0.0,0.0,0.0727802438,0.0,0.0,0.0,0.0585353724,0,0,0.00741609,0,0,0,0.0087124472,0,0,0.0084781473,0,0,0
28,122,6029002,3,OSLO,301,OSLO,300998411,0,152,Studenthjem/studentboliger,IG,Igangsettingstillatelse,20220117,20230918,10101,10101,Y,Annet som ikke er næring, , ,20230919,20220118,0,Ikke utfylt,4075.0,4030.0,45.0,7,124,L,22,EUREF89 UTM Sone 32, , ,6648816.4,596631.7,0.0,U,23,EUREF89 UTM Sone 33, , ,6655243.01,261733.2,0.0,1,J,0.0,Gulvvarme/Radiator,Balansert,Varmesentral 3 (OMT 28),2024,Boligblokk,B,Y,,,,A,"{'x': 596631.7000000002, 'y': 6648816.4, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,[0],"[59.89246124 54.0921315  51.00939278 ... 79.32085585 70.70337226
 65.09392408]","[16.96999805 13.21030118 11.87488945 ... 29.15305937 25.98916132
 20.6269707 ]",0,0,0,0,0,0,0,"[ 76.86245929  67.30243268  62.88428223 ... 108.47391523  96.69253358
  85.72089478]",0.6028,0.148,0.039,0.4394434983,0.0,0.0,0.1633146991,0.0,0.0,0.0,0.1313500235,0,0,0.0166412812,0,0,0,0.0195502326,0,0,0.0190244769,0,0,0
29,123,6029032,3,OSLO,301,OSLO,300998492,0,152,Studenthjem/studentboliger,IG,Igangsettingstillatelse,20220117,20230322,10101,10101,Y,Annet som ikke er næring, , ,20230324,20220118,0,Ikke utfylt,2725.0,2680.0,45.0,6,82,L,22,EUREF89 UTM Sone 32, , ,6648837.2,596584.2,0.0,U,23,EUREF89 UTM Sone 33, , ,6655268.04,261687.75,0.0,1,N,0.0,Gulvvarme/Radiator,Balansert,Varmesentral 3 (OMT 28),2024,Boligblokk,B,Y,,,,A,"{'x': 596584.2000000002, 'y': 6648837.199999999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,[0],"[40.05078696 36.17203886 34.11057554 ... 53.04278091 47.28016918
 43.5290658 ]","[11.34803551  8.83388238  7.94087699 ... 19.49499062 17.37925512
 13.79349574]",0,0,0,0,0,0,0,"[51.39882247 45.00592124 42.05145253 ... 72.53777153 64.6594243
 57.32256154]",0.4031,0.099,0.026,0.2938609897,0.0,0.0,0.1092104429,0.0,0.0,0.0,0.0878352918,0,0,0.0111282187,0,0,0,0.0130734684,0,0,0.0127218895,0,0,0
30,124,6029336,3,OSLO,301,OSLO,300999322,0,152,Studenthjem/studentboliger,IG,Igangsettingstillatelse,20220117,20220922,10101,10101,Y,Annet som ikke er næring, , ,20221011,20220119,0,Ikke utfylt,5150.0,4950.0,200.0,6,55,L,22,EUREF89 UTM Sone 32, , ,6648777.2,596514.8,0.0,U,23,EUREF89 UTM Sone 33, , ,6655214.54,261613.16,0.0,1,J,0.0,Gulvvarme/Radiator,Balansert,Varmesentral 3 (OMT 28),2024,Boligblokk,B,Y,,,,A,"{'x': 596514.7999999998, 'y': 6648777.199999999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,[0],"[ 75.69231298  68.3618349   64.46585836 ... 100.24598961  89.35518212
  82.26594086]","[21.446746   16.69522726 15.007529   ... 36.84374375 32.84519775
 26.06844149]",0,0,0,0,0,0,0,"[ 97.13905898  85.05706216  79.47338735 ... 137.08973336 122.20037987
 108.33438236]",0.7618,0.187,0.049,0.5553703107,0.0,0.0,0.2063977178,0.0,0.0,0.0,0.1660006432,0,0,0.0210313125,0,0,0,0.024707656,0,0,0.024043204,0,0,0
31,125,6029352,3,OSLO,301,OSLO,300999364,0,152,Studenthjem/studentboliger,IG,Igangsettingstillatelse,20220117,20230313,10101,10101,Y,Annet som ikke er næring, , ,20230324,20220119,0,Ikke utfylt,4805.0,4805.0,0.0,7,156,L,22,EUREF89 UTM Sone 32, , ,6648842.3,596532.5,0.0,U,23,EUREF89 UTM Sone 33, , ,6655277.81,261636.69,0.0,1,J,0.0,Gulvvarme/Radiator,Balansert,Varmesentral 3 (OMT 28),2024,Boligblokk,B,Y,,,,A,"{'x': 596532.5, 'y': 6648842.300000001, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,[0],"[70.62166288 63.78225567 60.14727173 ... 93.53048156 83.36925244
 76.75492153]","[20.01002224 15.57680912 14.00217026 ... 34.37557063 30.64488838
 24.32210901]",0,0,0,0,0,0,0,"[ 90.63168513  79.35906479  74.14944199 ... 127.90605219 114.01414083
 101.07703053]",0.7107,0.175,0.045,0.5181658919,0.0,0.0,0.1925710746,0.0,0.0,0.0,0.1548802118,0,0,0.0196224188,0,0,0,0.0230524829,0,0,0.0224325428,0,0,0
32,127,6029364,3,OSLO,301,OSLO,300999425,0,152,Studenthjem/studentboliger,IG,Igangsettingstillatelse,20220117,20230106,10101,10101,Y,Annet som ikke er næring, , ,20230324,20220119,0,Ikke utfylt,1258.0,1150.0,108.0,4,27,L,22,EUREF89 UTM Sone 32, , ,6648820.1,596498.9,0.0,U,23,EUREF89 UTM Sone 33, , ,6655258.73,261601.2,0.0,1,J,0.0,Gulvvarme/Radiator,Balansert,Varmesentral 3 (OMT 28),2024,Boligblokk,B,Y,,,,A,"{'x': 596498.9000000004, 'y': 6648820.1, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,[0],"[18.48950092 16.69887152 15.74719414 ... 24.4872728  21.82695517
 20.09525313]",[5.23883621 4.07817396 3.66591679 ... 8.99988925 8.02315704 6.36778629],0,0,0,0,0,0,0,"[23.72833713 20.77704548 19.41311093 ... 33.48716205 29.85011221
 26.46303942]",0.1861,0.046,0.012,0.1356613303,0.0,0.0,0.0504171513,0.0,0.0,0.0,0.0405492833,0,0,0.0051373575,0,0,0,0.0060353847,0,0,0.0058730778,0,0,0
33,128,6029368,3,OSLO,301,OSLO,300999446,0,152,Studenthjem/studentboliger,IG,Igangsettingstillatelse,20220117,20220923,10101,10101,Y,Annet som ikke er næring, , ,20220928,20220119,0,Ikke utfylt,2315.0,1735.0,580.0,4,21,L,22,EUREF89 UTM Sone 32, , ,6648746.6,596487.3,0.0,U,23,EUREF89 UTM Sone 33, , ,6655186.54,261582.98,0.0,1,J,0.0,Gulvvarme/Radiator,Balansert,Varmesentral 3 (OMT 28),2024,Boligblokk,B,Y,,,,A,"{'x': 596487.2999999998, 'y': 6648746.6, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,[0],"[34.024797   30.72964035 28.97834216 ... 45.06203222 40.16645565
 36.97973847]","[ 9.64062466  7.50474779  6.74610284 ... 16.56179937 14.76439471
 11.71814409]",0,0,0,0,0,0,0,"[43.66542166 38.23438814 35.724445   ... 61.6238316  54.93085037
 48.69788256]",0.3424,0.084,0.022,0.2496470426,0.0,0.0,0.09277878,0.0,0.0,0.0,0.0746197066,0,0,0.0094538812,0,0,0,0.0111064512,0,0,0.0108077703,0,0,0
34,129,6029373,3,OSLO,301,OSLO,300999456,0,152,Studenthjem/studentboliger,IG,Igangsettingstillatelse,20220117,20220923,10101,10101,Y,Annet som ikke er næring, , ,20220928,20220119,0,Ikke utfylt,2130.0,1703.0,427.0,5,20,L,22,EUREF89 UTM Sone 32, , ,6648726.7,596514.9,0.0,U,23,EUREF89 UTM Sone 33, , ,6655164.21,261608.68,0.0,1,J,0.0,Gulvvarme/Radiator,Balansert,Varmesentral 3 (OMT 28),2024,Boligblokk,B,Y,,,,A,"{'x': 596514.9000000004, 'y': 6648726.699999999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,[0],"[31.30575274 28.27392395 26.66257831 ... 41.46096269 36.9566093
 34.02455418]","[ 8.87020757  6.90501632  6.20699743 ... 15.23828625 13.58451868
 10.78170493]",0,0,0,0,0,0,0,"[40.17596032 35.17894027 32.86957574 ... 56.69924894 50.54112798
 44.80625911]",0.3151,0.077,0.02,0.229696847,0.0,0.0,0.085364493,0.0,0.0,0.0,0.0686565767,0,0,0.0086983875,0,0,0,0.0102188946,0,0,0.0099440824,0,0,0
